AK_sldu_K;61.130854812316855,-150.35129283999999;1.6804826649562759;
AK_sldu_K;61.16107218608987,-150.35129283999999;1.6804826649562759;
AK_sldu_K;61.10063743854384,-150.28884555999997;1.6804826649562759;
AK_sldu_K;61.130854812316855,-150.28884555999997;1.6804826649562759;
AK_sldu_K;61.16107218608987,-150.28884555999997;1.6804826649562759;
AK_sldu_K;61.10063743854384,-150.22639827999996;1.6804826649562759;
AK_sldu_K;61.130854812316855,-150.22639827999996;1.6804826649562759;
AK_sldu_K;61.16107218608987,-150.22639827999996;1.6804826649562759;
AK_sldu_K;61.19128955986288,-150.22639827999996;1.6804826649562759;
AK_sldu_K;61.10063743854384,-150.16395099999994;1.6804826649562759;
AK_sldu_K;61.130854812316855,-150.16395099999994;1.6804826649562759;
AK_sldu_K;61.16107218608987,-150.16395099999994;1.6804826649562759;
AK_sldu_K;61.19128955986288,-150.16395099999994;1.6804826649562759;
AK_sldu_K;61.10063743854384,-150.10150371999993;1.6804826649562759;
AK_sldu_K;61.130854812316855,-150.10150371999993;1.6804826649562759;
AK_sldu_K;61.16107218608987,-150.10150371999993;1.6804826649562759;
AK_sldu_K;61.19128955986288,-150.10150371999993;1.6804826649562759;
AK_sldu_K;61.10063743854384,-150.0390564399999;1.6804826649562759;
AK_sldu_K;61.130854812316855,-150.0390564399999;1.6804826649562759;
AK_sldu_K;61.16107218608987,-150.0390564399999;1.6804826649562759;
AK_sldu_K;61.19128955986288,-150.0390564399999;1.6804826649562759;
AK_sldu_K;61.130854812316855,-149.9766091599999;1.6804826649562759;
AK_sldu_K;61.16107218608987,-149.9766091599999;1.6804826649562759;
AK_sldu_K;61.19128955986288,-149.9766091599999;1.6804826649562759;
AK_sldu_K;61.221506933635894,-149.9766091599999;1.6804826649562759;
AK_sldu_K;61.16107218608987,-149.91416187999988;1.6804826649562759;
