CO_sldl_8;39.75419478490348,-104.98204570531806;0.46;
CO_sldl_8;39.729380499891,-104.97129121524738;0.46;
CO_sldl_8;39.737651928228495,-104.97129121524738;0.46;
CO_sldl_8;39.74592335656599,-104.97129121524738;0.46;
CO_sldl_8;39.75419478490348,-104.97129121524738;0.46;
CO_sldl_8;39.76246621324098,-104.97129121524738;0.46;
CO_sldl_8;39.729380499891,-104.9605367251767;0.46;
CO_sldl_8;39.737651928228495,-104.9605367251767;0.46;
CO_sldl_8;39.74592335656599,-104.9605367251767;0.46;
CO_sldl_8;39.75419478490348,-104.9605367251767;0.46;
CO_sldl_8;39.76246621324098,-104.9605367251767;0.46;
CO_sldl_8;39.729380499891,-104.94978223510601;0.46;
CO_sldl_8;39.737651928228495,-104.94978223510601;0.46;
CO_sldl_8;39.74592335656599,-104.94978223510601;0.46;
CO_sldl_8;39.75419478490348,-104.94978223510601;0.46;
CO_sldl_8;39.76246621324098,-104.94978223510601;0.46;
CO_sldl_8;39.77073764157847,-104.94978223510601;0.46;
CO_sldl_8;39.729380499891,-104.93902774503533;0.46;
CO_sldl_8;39.737651928228495,-104.93902774503533;0.46;
CO_sldl_8;39.74592335656599,-104.93902774503533;0.46;
CO_sldl_8;39.75419478490348,-104.93902774503533;0.46;
CO_sldl_8;39.76246621324098,-104.93902774503533;0.46;
CO_sldl_8;39.77073764157847,-104.93902774503533;0.46;
CO_sldl_8;39.779009069915965,-104.93902774503533;0.46;
CO_sldl_8;39.78728049825346,-104.93902774503533;0.46;
CO_sldl_8;39.74592335656599,-104.92827325496465;0.46;
CO_sldl_8;39.75419478490348,-104.92827325496465;0.46;
CO_sldl_8;39.76246621324098,-104.92827325496465;0.46;
CO_sldl_8;39.77073764157847,-104.92827325496465;0.46;
CO_sldl_8;39.779009069915965,-104.92827325496465;0.46;
CO_sldl_8;39.78728049825346,-104.92827325496465;0.46;
CO_sldl_8;39.74592335656599,-104.91751876489397;0.46;
CO_sldl_8;39.75419478490348,-104.91751876489397;0.46;
CO_sldl_8;39.76246621324098,-104.91751876489397;0.46;
CO_sldl_8;39.77073764157847,-104.91751876489397;0.46;
CO_sldl_8;39.779009069915965,-104.91751876489397;0.46;
CO_sldl_8;39.74592335656599,-104.90676427482329;0.46;
CO_sldl_8;39.74592335656599,-104.89600978475261;0.46;
CO_sldl_8;39.74592335656599,-104.88525529468193;0.46;
CO_sldl_8;39.75419478490348,-104.88525529468193;0.46;
