AK_sldl_29;60.502333712365825,-151.01201164;0.02110927800677912;
AK_sldl_29;60.502333712365825,-151.01124076;0.02110927800677912;
AK_sldl_29;60.502333712365825,-151.01046988;0.02110927800677912;
AK_sldl_29;60.50271328601863,-151.01046988;0.02110927800677912;
AK_sldl_29;60.502333712365825,-151.00969899999998;0.02110927800677912;
AK_sldl_29;60.50271328601863,-151.00969899999998;0.02110927800677912;
AK_sldl_29;60.502333712365825,-151.00892811999998;0.02110927800677912;
AK_sldl_29;60.50271328601863,-151.00892811999998;0.02110927800677912;
AK_sldl_29;60.502333712365825,-151.00815723999997;0.02110927800677912;
AK_sldl_29;60.502333712365825,-151.00738635999997;0.02110927800677912;
